"","Ch1","Ch2","Ch3","Ch4"
"21566",0.195688051409227,0.0910948614447656,0.422475607319938,0.29074147982607
"21567",0.0408963105718457,0.2635956322676,0.509656857165281,0.185851199995273
"21568",0.285082969426059,0.474069320569831,0.0771119241400847,0.163735785864025
"21569",0.658234294376181,0.0673339879985555,0.104472115886815,0.16995960173845
"21570",0.151081931991471,0.31476132784589,0.445958090573022,0.088198649589617
"21571",0.106001443561141,0.522479479606029,0.138620824692997,0.232898252139832
"21572",0.133841416747754,0.0788002726110406,0.538760324109831,0.248597986531375
"21573",0.1250560802981,0.14665830615624,0.253884951394854,0.474400662150805
"21574",0.158583791602354,0.438506783968166,0.218763394428193,0.184146030001287
"21575",0.0550972002380974,0.0976514026647649,0.681088481147647,0.16616291594949
"21576",0.20698262971354,0.18944406353635,0.269052657326813,0.334520649423298
"21577",0.18771626110531,0.130728360755992,0.581314402733379,0.100240975405319
"21578",0.2720112766554,0.370410861082806,0.165180317768038,0.192397544493757
"21579",0.0658052472589457,0.163074049124584,0.214774577189342,0.556346126427128
"21580",0.0587099895008697,0.3344390108331,0.164047562571463,0.442803437094567
"21581",0.285783903932514,0.105285499106656,0.186232224910571,0.422698372050258
"21582",0.116942458352611,0.171947555589978,0.429010810161252,0.282099175896159
"21583",0.135064525725515,0.14403598620595,0.296351943154708,0.424547544913827
"21584",0.205436717732483,0.310471616029066,0.0721932824811967,0.411898383757254
"21585",0.236207883022605,0.361472395968017,0.121848290889327,0.28047143012005
"21586",0.184470997774167,0.451906935129927,0.198261283022702,0.165360784073205
"21587",0.0531756600354034,0.392075420693236,0.271529550486204,0.283219368785157
"21588",0.0488826466461373,0.092028684950544,0.598620489528306,0.260468178875013
"21589",0.147552907965723,0.0579378978184199,0.484240765454875,0.310268428760982
"21590",0.0402023633747275,0.0867879871659029,0.517764360552961,0.355245288906409
"21591",0.0735487851497592,0.206030154882564,0.317465754653309,0.402955305314368
"21592",0.121568689486659,0.205570870380728,0.120506622916584,0.552353817216028
"21593",0.337296173941809,0.229682444250128,0.160552911808901,0.272468469999162
"21594",0.114999463602374,0.128831082482388,0.341886544482623,0.414282909432614
"21595",0.247407540232455,0.0994495584904042,0.0581989955112568,0.594943905765884
"21596",0.120519711892662,0.553609450913197,0.0600198340694072,0.265851003124734
"21597",0.501040916359248,0.204533123446911,0.0652924544726171,0.229133505721223
"21598",0.0761158447248568,0.348430548669257,0.249730036945113,0.325723569660773
"21599",0.267251934206783,0.401947552852255,0.169657582685252,0.161142930255711
"21600",0.0961284479198449,0.14407132114914,0.0910656631715936,0.668734567759421
"21601",0.0527582313498725,0.127194877762614,0.168835235016424,0.65121165587109
"21602",0.0632533271555603,0.408042298263768,0.268002135863883,0.260702238716789
"21603",0.318924110569207,0.119115943353828,0.143900778650217,0.418059167426748
"21604",0.0768255235434532,0.121583117786554,0.448989414817487,0.352601943852506
"21605",0.154786841475063,0.0720637685376555,0.555620061043621,0.21752932894366
"21606",0.286219606955239,0.0591484592803908,0.327113646745224,0.327518287019146
"21607",0.517622045298849,0.128161552258339,0.0641556388365568,0.290060763606255
"21608",0.179656242595085,0.500987703199888,0.0385522687733859,0.280803785431641
"21609",0.0658041725468854,0.0828283716037141,0.533671448296239,0.317696007553162
"21610",0.259975167157802,0.353322371403484,0.0459071344290455,0.340795327009668
"21611",0.0484423559878989,0.0606024485006982,0.586145095043937,0.304810100467466
"21612",0.518583067367744,0.126130363063744,0.201087352366245,0.154199217202268
"21613",0.0536082224582119,0.154611333508664,0.338994869698445,0.452785574334679
"21614",0.0953807476775481,0.441956344382398,0.284718454343552,0.177944453596502
"21615",0.347292701573081,0.256978215717712,0.0389356924339747,0.356793390275233
"21616",0.243576430792402,0.0376373459366626,0.522546850732537,0.196239372538398
"21617",0.210354063333309,0.355382915268453,0.166545821915317,0.267717199482921
"21618",0.2122129856114,0.0921312770786782,0.229434073154559,0.466221664155363
"21619",0.167806752657348,0.15148597403762,0.0877687899393161,0.592938483365716
"21620",0.0847323058945038,0.57169832697217,0.0979742344376435,0.245595132695682
"21621",0.14105955250943,0.330807468234421,0.125409601655268,0.402723377600881
"21622",0.1027990677668,0.275286108415382,0.109552708583539,0.512362115234279
"21623",0.383656593026882,0.379859738749213,0.0606684539752994,0.175815214248607
"21624",0.489573702947411,0.228247892705257,0.0769013500810357,0.205277054266296
"21625",0.103772166707398,0.115564423816964,0.417864499478887,0.362798909996751
"21626",0.5790470404808,0.14302398400622,0.117416149329574,0.160512826183406
"21627",0.143619416952322,0.266968514063548,0.326899860147226,0.262512208836904
"21628",0.14042577886466,0.593688582435273,0.141491741298818,0.124393897401249
"21629",0.470290234945852,0.172981251418005,0.0961367923657082,0.260591721270435
"21630",0.220068777438773,0.189899803138368,0.139320272425212,0.450711146997648
"21631",0.165346901086415,0.0558590305718694,0.67917667519736,0.0996173931443555
"21632",0.0969206777585665,0.232892474461973,0.451797563697199,0.218389284082261
"21633",0.133820366613392,0.262846219917017,0.233333500979791,0.3699999124898
"21634",0.15900098007183,0.641211757396279,0.0843744270784876,0.115412835453403
"21635",0.0528618782323972,0.580979272568774,0.261096732079818,0.105062117119011
"21636",0.422780423262745,0.253754645703676,0.100621866099053,0.222843064934526
"21637",0.41169395473074,0.367991812055492,0.08457835213614,0.135735881077628
"21638",0.109489068587769,0.346414002116985,0.429485353333536,0.114611575961711
"21639",0.158271257011858,0.577209584652508,0.116014331888133,0.148504826447501
"21640",0.540388550493143,0.253537398932397,0.0661765398793825,0.139897510695077
"21641",0.189289286627281,0.287962954639398,0.411439539005413,0.111308219727908
"21642",0.527446209867778,0.199750591979826,0.136370241389487,0.13643295676291
"21643",0.0554707257652682,0.193869958121806,0.571764613777592,0.178894702335334
"21644",0.300391820198517,0.253780832448575,0.128850040541343,0.316977306811564
"21645",0.0792000448583394,0.638466551703388,0.131793527747156,0.150539875691116
"21646",0.151162801135124,0.192088373350662,0.512042445501356,0.144706380012859
"21647",0.139755869178619,0.201275267437878,0.484221219166589,0.174747644216915
"21648",0.30301909886799,0.140956076796148,0.409077944158369,0.146946880177492
"21649",0.483545586078795,0.104815222073835,0.228409021237925,0.183230170609446
"21650",0.106055474597137,0.398313358541835,0.318771854750699,0.176859312110328
"21651",0.473639682875753,0.0968233956193592,0.182537434099305,0.246999487405583
"21652",0.0814488172346252,0.120498090655337,0.204575926432139,0.593477165677899
"21653",0.625109029495261,0.168241986777436,0.0658835266978229,0.14076545702948
"21654",0.535001689097969,0.15587221424132,0.127388351325107,0.181737745335604
"21655",0.319909121079039,0.0511168734829416,0.490523371690567,0.138450633747453
"21656",0.519476519258654,0.0687026342562853,0.179339931517701,0.23248091496736
"21657",0.486831807500779,0.146682777765717,0.117279740932741,0.249205673800763
"21658",0.454529684445201,0.103012191083249,0.248925094856847,0.193533029614702
"21659",0.564846845274584,0.124220310088838,0.118096137469861,0.192836707166717
"21660",0.112924056156432,0.0836478555757798,0.280717919038291,0.522710169229497
"21661",0.162614159586434,0.297028931663349,0.110889213372791,0.429467695377427
"21662",0.0661567876716403,0.605300457725466,0.044878317263617,0.283664437339277
"21663",0.140026849354284,0.111973768525327,0.575941744959514,0.172057637160875
"21664",0.080372861882254,0.376683639130422,0.116042640970885,0.426900858016439
"21665",0.341422576617296,0.22225892918934,0.165709546253933,0.270608947939431
"21666",0.0825584154632399,0.314084986776379,0.239878209275892,0.363478388484489
"21667",0.0406943926739534,0.356888512418345,0.222871429661351,0.37954566524635
"21668",0.194330741175927,0.171506411314827,0.131177606295722,0.502985241213523
"21669",0.195095151410972,0.210085876721258,0.0640208039589379,0.530798167908832
"21670",0.106358477907406,0.552913815329162,0.0687680070665959,0.271959699696836
"21671",0.0730379388163659,0.270216346592405,0.528180126684913,0.128565587906317
"21672",0.0575905196950208,0.195295303023265,0.416909948914927,0.330204228366787
"21673",0.344071161655498,0.197190603859585,0.0485216212421746,0.410216613242742
"21674",0.313133840029333,0.120634426609086,0.246459505747688,0.319772227613893
"21675",0.353618132817121,0.125076132268268,0.104826609112805,0.416479125801806
"21676",0.112413350715144,0.5126813357782,0.122656884187193,0.252248429319463
"21677",0.49527797281622,0.0629302183697341,0.244696197604739,0.197095611209307
"21678",0.0968814176539479,0.473977622977938,0.315630442917662,0.113510516450452
"21679",0.156806466869477,0.438620089343842,0.0995987408788084,0.304974702907873
"21680",0.261474745180525,0.0685780291687539,0.509004876971123,0.160942348679598
"21681",0.270957899065953,0.0676687038931204,0.170138709104667,0.49123468793626
"21682",0.349220305603016,0.254739212646373,0.078656866933229,0.317383614817383
"21683",0.381168393046863,0.066839146145309,0.21435439524037,0.337638065567458
"21684",0.2637058756784,0.0523405398113946,0.176820910133057,0.507132674377148
"21685",0.12637667240809,0.259501731064265,0.119980706324105,0.494140890203539
"21686",0.0881389300405344,0.457893693383641,0.297673774537032,0.156293602038792
"21687",0.151090301021112,0.0954083869881918,0.361439265956893,0.392062046033803
"21688",0.231026464206273,0.110213205583873,0.0842739414491957,0.574486388760659
"21689",0.163318838019955,0.566396049343111,0.116282089673311,0.154003022963624
"21690",0.654020905764224,0.200285093475172,0.0316426096322298,0.114051391128374
"21691",0.232630627441564,0.436795953980481,0.119515048009359,0.211058370568596
"21692",0.0589644443298179,0.295647687111439,0.482219678935266,0.163168189623478
"21693",0.0836886080835074,0.675790869010086,0.0277629801549634,0.212757542751443
"21694",0.0913330518822411,0.17109029168443,0.303750605551021,0.433826050882308
"21695",0.385491116511609,0.288437066594513,0.253381363847756,0.0726904530461218
"21696",0.608116270532918,0.148080164853903,0.0500229753865407,0.193780589226638
"21697",0.409063144456959,0.270607818162207,0.189913480031447,0.130415557349387
"21698",0.14214518610559,0.0693712459684816,0.665035357995552,0.123448209930377
"21699",0.266812587688057,0.521758752960982,0.0517310249840271,0.159697634366934
"21700",0.327262455078273,0.268554469060616,0.132583842322817,0.271599233538294
"21701",0.491227101303939,0.0891505777265809,0.144457828037114,0.275164492932366
"21702",0.0859726904226605,0.280478672988535,0.158547249533706,0.475001387055099
"21703",0.143136989932515,0.235498269990758,0.0930070474379522,0.528357692638775
"21704",0.132761322989145,0.308301326154141,0.309964801024276,0.248972549832437
"21705",0.146782611861404,0.0964953321072024,0.50886946690707,0.247852589124323
"21706",0.109184549824212,0.461589161865431,0.0828921939492079,0.346334094361149
"21707",0.0583065826428876,0.560388772092026,0.189722193797807,0.19158245146728
"21708",0.0816506148624404,0.520895703416864,0.155146533842603,0.242307147878093
