No,Ch1,Ch2,Ch3,Ch4
21566,0.193558332,0.08303863,0.349026147,0.374376892
21567,0.054935813,0.289415702,0.434019974,0.221628512
21568,0.29074343,0.403980849,0.096060674,0.209215048
21569,0.585947921,0.073841197,0.126556753,0.213654128
21570,0.116507644,0.31092191,0.471578038,0.100992407
21571,0.091167849,0.566154289,0.134193113,0.20848475
21572,0.147237307,0.068797886,0.511421616,0.272543191
21573,0.126366814,0.132956297,0.182626488,0.558050401
21574,0.14618113,0.32486201,0.350043931,0.17891293
21575,0.051193965,0.076415043,0.642201731,0.230189261
21576,0.227878171,0.210645802,0.272400712,0.289075314
21577,0.227517748,0.121784123,0.532796924,0.117901204
21578,0.322948072,0.288408128,0.165321051,0.223322749
21579,0.092892306,0.149066478,0.170152235,0.587888981
21580,0.056080457,0.423915541,0.189962961,0.330041041
21581,0.415910879,0.075456199,0.150167995,0.358464927
21582,0.105484087,0.16416883,0.395629285,0.334717797
21583,0.169461484,0.138511438,0.213614132,0.478412946
21584,0.205158395,0.285181438,0.082725174,0.426934993
21585,0.269356215,0.274344221,0.129737372,0.326562192
21586,0.178743638,0.423315097,0.191906225,0.206035042
21587,0.052599272,0.430557438,0.228750165,0.288093126
21588,0.049041363,0.095964541,0.524623731,0.330370365
21589,0.170634752,0.073821915,0.45690974,0.298633593
21590,0.055285068,0.114832873,0.507807806,0.322074252
21591,0.065711318,0.214295628,0.341996247,0.377996807
21592,0.11660066,0.217198668,0.088221868,0.577978803
21593,0.397757914,0.193467462,0.151757238,0.257017385
21594,0.101402624,0.127383674,0.267251234,0.503962467
21595,0.244160236,0.149958154,0.072080492,0.533801118
21596,0.157752767,0.536473309,0.080022014,0.225751911
21597,0.358379201,0.266002819,0.075087006,0.300530974
21598,0.076937364,0.368512129,0.291431558,0.263118949
21599,0.237178487,0.365632344,0.228618333,0.168570836
21600,0.089230378,0.146943423,0.088767104,0.675059095
21601,0.063802564,0.170515352,0.150628496,0.615053588
21602,0.056280445,0.423920638,0.284141026,0.235657892
21603,0.389982427,0.076283981,0.146095318,0.387638275
21604,0.056412925,0.20485706,0.392818048,0.345911967
21605,0.193183389,0.068121882,0.489698967,0.248995763
21606,0.238753838,0.053156315,0.324026427,0.38406342
21607,0.490855844,0.100273801,0.064067681,0.344802674
21608,0.255252052,0.440875185,0.036216626,0.267656136
21609,0.064515523,0.078539435,0.485595672,0.37134937
21610,0.255135599,0.371854902,0.042808465,0.330201034
21611,0.058764046,0.072589776,0.483125629,0.385520549
21612,0.431446982,0.142153089,0.286106146,0.140293783
21613,0.056410196,0.172789054,0.349779361,0.421021389
21614,0.083382214,0.428103824,0.267907974,0.220605987
21615,0.310220633,0.333461868,0.038354646,0.317962852
21616,0.25051511,0.03415548,0.511458574,0.203870835
21617,0.218630693,0.339778895,0.190714463,0.250875948
21618,0.206648774,0.097428968,0.252095867,0.443826391
21619,0.159337176,0.138461082,0.102273235,0.599928506
21620,0.080464675,0.552252658,0.073235321,0.294047346
21621,0.160686592,0.333143697,0.176095998,0.330073714
21622,0.133744262,0.265778448,0.112382776,0.488094514
21623,0.397382815,0.351763059,0.08125076,0.169603366
21624,0.531001945,0.205394674,0.085792695,0.177810686
21625,0.132407485,0.102420664,0.462391872,0.302779979
21626,0.582798334,0.097047642,0.135469728,0.184684295
21627,0.135122138,0.237012691,0.370822479,0.257042692
21628,0.172206821,0.548483705,0.147857251,0.131452223
21629,0.508636274,0.157097521,0.107975779,0.226290426
21630,0.217188555,0.146934122,0.191690313,0.44418701
21631,0.150346889,0.061570392,0.699521394,0.088561325
21632,0.08745675,0.2456801,0.438263932,0.228599217
21633,0.170328503,0.299096095,0.197592432,0.33298297
21634,0.151734429,0.6319566,0.095054911,0.121254059
21635,0.062528738,0.598158843,0.216183678,0.123128741
21636,0.524309173,0.181318195,0.104923547,0.189449085
21637,0.448082611,0.298800397,0.085004187,0.168112805
21638,0.131876545,0.358321662,0.380867202,0.128934591
21639,0.220667585,0.500064358,0.132409574,0.146858482
21640,0.473213141,0.266964234,0.106130806,0.153691819
21641,0.204243115,0.221573801,0.469840569,0.104342515
21642,0.444092637,0.220246921,0.154991493,0.180668948
21643,0.066059878,0.230327182,0.506964189,0.196648751
21644,0.304559153,0.263215597,0.140963638,0.291261613
21645,0.094426358,0.592129604,0.147541813,0.165902224
21646,0.165484384,0.222006366,0.444029588,0.168479662
21647,0.180900213,0.209741296,0.435277774,0.174080716
21648,0.315635135,0.127755084,0.379142504,0.177467276
21649,0.46067829,0.118990297,0.277821309,0.142510105
21650,0.133548321,0.352071458,0.318202336,0.196177885
21651,0.48228501,0.084804942,0.16248522,0.270424828
21652,0.089155157,0.137759976,0.226521659,0.546563207
21653,0.580384688,0.167439005,0.095993041,0.156183267
21654,0.561156151,0.139367225,0.12602026,0.173456364
21655,0.346814524,0.054871413,0.472444092,0.125869972
21656,0.469048805,0.109534818,0.186427176,0.234989201
21657,0.476162696,0.127683724,0.163929338,0.232224242
21658,0.405683361,0.117185987,0.266547981,0.210582671
21659,0.579659453,0.113103748,0.126246775,0.180990024
21660,0.125196271,0.082013399,0.283239498,0.509550832
21661,0.153187697,0.268813038,0.185916728,0.392082537
21662,0.06020954,0.596074219,0.053923165,0.289793076
21663,0.11762794,0.129745653,0.540575642,0.212050764
21664,0.06701498,0.319624612,0.183046236,0.430314172
21665,0.345279847,0.230163816,0.164415229,0.260141108
21666,0.096469853,0.364885335,0.198903442,0.33974137
21667,0.049718413,0.371909262,0.246815721,0.331556603
21668,0.279654316,0.226275354,0.14492316,0.349147171
21669,0.188215241,0.239389233,0.085426394,0.486969132
21670,0.113671348,0.499377847,0.07118134,0.315769466
21671,0.070740126,0.329812189,0.468213897,0.131233788
21672,0.049147943,0.185242863,0.457121055,0.308488139
21673,0.370625795,0.208675626,0.05419205,0.366506528
21674,0.371749883,0.136856957,0.206527867,0.284865293
21675,0.315670019,0.161139216,0.104232278,0.418958486
21676,0.124195912,0.527164015,0.109268462,0.239371611
21677,0.5337331,0.061742032,0.215517305,0.189007563
21678,0.11134825,0.447713333,0.315493158,0.125445259
21679,0.186116024,0.416718575,0.083647677,0.313517723
21680,0.267335069,0.085650061,0.510051417,0.136963453
21681,0.286403418,0.073366326,0.166180026,0.47405023
21682,0.363810306,0.271106245,0.071927066,0.293156384
21683,0.312499185,0.056153157,0.304920028,0.326427629
21684,0.318771444,0.068943547,0.203120025,0.409164984
21685,0.141985515,0.247718785,0.122588149,0.487707552
21686,0.095598561,0.374846533,0.312936314,0.216618592
21687,0.188969491,0.08390847,0.403919213,0.323202825
21688,0.261499276,0.147163539,0.101684303,0.489652881
21689,0.201128126,0.533820314,0.078722514,0.186329046
21690,0.630605569,0.212664042,0.033687625,0.123042764
21691,0.175354892,0.506393579,0.093325401,0.224926128
21692,0.05622625,0.32942561,0.469916292,0.144431848
21693,0.075530746,0.667300098,0.043787346,0.213381812
21694,0.135505371,0.274067467,0.21822232,0.372204843
21695,0.314993842,0.322109255,0.247176947,0.115719956
21696,0.544383927,0.188022433,0.055202746,0.212390894
21697,0.42394791,0.21207531,0.201055528,0.162921252
21698,0.158740145,0.061311096,0.65850681,0.121441949
21699,0.241998116,0.534180969,0.041549439,0.182271475
21700,0.338057102,0.250792007,0.145008227,0.266142665
21701,0.485334626,0.105495596,0.119315112,0.289854665
21702,0.088377184,0.397911508,0.143394006,0.370317301
21703,0.112804207,0.302758549,0.086465039,0.497972204
21704,0.12729343,0.301612759,0.328302517,0.242791295
21705,0.136826164,0.073977948,0.460764273,0.328431616
21706,0.090835055,0.433793307,0.090650717,0.384720922
21707,0.090017372,0.539967689,0.183390715,0.186624223
21708,0.066566667,0.497704654,0.146369076,0.289359602
21709,0.241204682,0.149460761,0.071925874,0.537408683
21710,0.325544247,0.094618633,0.084171808,0.495665312
21711,0.05956718,0.512123136,0.24250333,0.185806355
21712,0.092613321,0.259546907,0.073661331,0.574178441
21713,0.51152245,0.114676659,0.145920557,0.227880334
21714,0.068516361,0.559627371,0.06827467,0.303581597
21715,0.456928564,0.142658583,0.16718152,0.233231334
21716,0.121430086,0.168942557,0.229372906,0.480254451
21717,0.180185957,0.062867303,0.441214541,0.315732199
21718,0.339594089,0.39562284,0.036190134,0.228592936
21719,0.17706027,0.165655925,0.150550895,0.50673291
21720,0.421638583,0.15401486,0.064490989,0.359855568
21721,0.12773403,0.233816967,0.409934926,0.228514078
21722,0.474689698,0.200248568,0.09473157,0.230330164
21723,0.080255833,0.287279324,0.178322681,0.454142163
21724,0.337188172,0.20324303,0.216447715,0.243121084
21725,0.082001036,0.235630313,0.22968954,0.452679111
21726,0.042301956,0.381493093,0.322310977,0.253893974
21727,0.228480329,0.059508369,0.490966357,0.221044945
21728,0.083355043,0.11781952,0.371821546,0.427003891
21729,0.243105057,0.268635394,0.112220633,0.376038916
21730,0.366140874,0.087338992,0.14112347,0.405396663
21731,0.249295718,0.1720546,0.366535661,0.212114022
21732,0.315759956,0.221145256,0.085562178,0.37753261
21733,0.38852914,0.369456591,0.088474311,0.153539959
21734,0.078347121,0.50762728,0.217446711,0.196578887
21735,0.235464491,0.343047233,0.083166905,0.338321372
21736,0.536630621,0.19450074,0.092309666,0.176558973
21737,0.268391864,0.176998412,0.411928415,0.142681309
21738,0.320663936,0.278993134,0.274068993,0.126273936
21739,0.139262744,0.515816053,0.24889337,0.096027833
21740,0.063208639,0.612635827,0.223222812,0.100932723
21741,0.089691786,0.42938536,0.204485956,0.276436898
21742,0.23719619,0.232688823,0.387373625,0.142741362
21743,0.405187894,0.294674466,0.080500647,0.219636994
21744,0.272969586,0.224192302,0.38146859,0.121369523
21745,0.254585294,0.206937753,0.302574459,0.235902494
21746,0.28033275,0.432720916,0.090434787,0.196511547
21747,0.353414051,0.389085829,0.132731777,0.124768344
21748,0.311098924,0.427987743,0.140856444,0.120056888
21749,0.092389201,0.432739791,0.299581645,0.175289362
21750,0.076601209,0.119573433,0.590470446,0.213354912
21751,0.472620184,0.068329274,0.312161327,0.146889214
21752,0.367183762,0.172643135,0.143972917,0.316200187
21753,0.242174834,0.200274795,0.267953365,0.289597006
21754,0.075638983,0.499825521,0.151582285,0.272953211
21755,0.175530885,0.324460258,0.253478376,0.246530481
21756,0.103663022,0.403990887,0.151519771,0.340826319
21757,0.154207929,0.518686076,0.037085552,0.290020443
21758,0.193728908,0.325385029,0.178081334,0.302804728
21759,0.307653697,0.3550529,0.175016359,0.162277043
21760,0.162819938,0.055045814,0.379468906,0.402665342
21761,0.109138732,0.143194612,0.509550017,0.238116639
21762,0.044260263,0.732303108,0.035410495,0.188026134
21763,0.564676028,0.065655458,0.042254671,0.327413843
21764,0.218748846,0.045034679,0.533021061,0.203195414
21765,0.474044063,0.125639821,0.099475777,0.300840339
21766,0.096770333,0.40175484,0.045634218,0.455840609
21767,0.091229614,0.18777526,0.39675969,0.324235435
21768,0.159901524,0.440211581,0.241364993,0.158521901
21769,0.178819737,0.207246465,0.092510399,0.521423399
21770,0.122059697,0.324124219,0.324185309,0.229630775
21771,0.04717831,0.120733812,0.42219725,0.409890628
21772,0.130889471,0.394723852,0.212504848,0.261881829
21773,0.184325929,0.432502137,0.071286886,0.311885049
21774,0.041284806,0.131668205,0.556772801,0.270274187
21775,0.201257773,0.373062389,0.187457854,0.238221983
21776,0.400823763,0.287392895,0.133104805,0.178678537
21777,0.080141938,0.068564703,0.564019854,0.287273505
21778,0.272363266,0.145311908,0.167451023,0.414873804
21779,0.406096665,0.202092136,0.08953953,0.302271669
21780,0.18355272,0.124853315,0.461679119,0.229914845
21781,0.089009514,0.089607314,0.615283581,0.206099591
21782,0.465029073,0.057732285,0.350480548,0.126758093
21783,0.328921196,0.139475184,0.146268986,0.385334634
21784,0.604274704,0.222552476,0.066484276,0.106688544
21785,0.165891522,0.55116282,0.193681385,0.089264273
21786,0.130506555,0.0930703,0.260182849,0.516240296
21787,0.126572523,0.555918284,0.071679017,0.245830176
21788,0.450517434,0.254664984,0.062628378,0.232189205
21789,0.13103457,0.267822078,0.243259491,0.357883861
21790,0.5640645,0.116213208,0.114164644,0.205557648
21791,0.330488892,0.170013409,0.147754304,0.351743395
21792,0.077219154,0.324982002,0.42080274,0.176996104
21793,0.157820518,0.263121434,0.455829784,0.123228264
21794,0.048917047,0.501158074,0.267433954,0.182490925
21795,0.219904009,0.03822609,0.584933595,0.156936305
21796,0.250861947,0.292136633,0.184356067,0.272645352
21797,0.278427813,0.384190941,0.167925678,0.169455568
21798,0.425548126,0.064737197,0.323023307,0.186691371
21799,0.108315692,0.1110289,0.210443581,0.570211826
21800,0.092794554,0.122374251,0.355434485,0.429396709
21801,0.1481894,0.183995609,0.294208204,0.373606787
21802,0.060482449,0.191042575,0.423339611,0.325135365
21803,0.097222637,0.129338085,0.492516109,0.280923169
21804,0.233270402,0.505621652,0.12557911,0.135528837
21805,0.514585151,0.061860785,0.153098419,0.270455645
21806,0.09547138,0.419344749,0.208370336,0.276813535
21807,0.12542047,0.46088549,0.147032729,0.266661311
21808,0.293384079,0.131336449,0.181779855,0.393499617
21809,0.593784324,0.091069423,0.075973038,0.239173215
21810,0.602547051,0.065049475,0.202421243,0.129982231
21811,0.218990544,0.426250083,0.263250176,0.091509197
21812,0.148731715,0.103646884,0.446653426,0.300967974
21813,0.214303734,0.519396795,0.097424998,0.168874473
21814,0.152563301,0.287624965,0.39906918,0.160742554
21815,0.368262204,0.092838573,0.330622334,0.20827689
21816,0.319593149,0.431537359,0.117541574,0.131327917
21817,0.122353119,0.093258025,0.669156184,0.115232671
21818,0.112620416,0.118438297,0.432612005,0.336329281
21819,0.254739801,0.203132192,0.126591055,0.415536951
21820,0.548353,0.144256727,0.139881753,0.16750852
21821,0.144884295,0.1889631,0.450319246,0.215833359
21822,0.345148045,0.480803434,0.086608478,0.087440043
21823,0.145286675,0.436566598,0.276487748,0.141658979
21824,0.142549881,0.521785101,0.254004689,0.08166033
21825,0.080994147,0.479728781,0.166534529,0.272742543
21826,0.212055632,0.439422818,0.282254545,0.066267005
21827,0.06834709,0.120795304,0.678601551,0.132256056
21828,0.152212391,0.50995824,0.132894191,0.204935178
21829,0.120522657,0.188851604,0.524676443,0.165949295
21830,0.116387103,0.16347569,0.521716524,0.198420682
21831,0.255653544,0.346688585,0.112963972,0.2846939
21832,0.202591856,0.486111637,0.07345092,0.237845587
21833,0.561146069,0.081647622,0.217024249,0.140182061
21834,0.497077322,0.220104975,0.112014243,0.170803459
21835,0.115936916,0.39377637,0.141048913,0.3492378
21836,0.064711799,0.091107898,0.599772554,0.244407749
21837,0.143447647,0.098102614,0.392439197,0.366010542
21838,0.294778811,0.165462648,0.374359731,0.165398809
21839,0.129994871,0.494275875,0.158218809,0.217510444
21840,0.495790674,0.121078522,0.236652727,0.146478077
21841,0.456062128,0.202921783,0.141495719,0.199520369
21842,0.07414711,0.304557228,0.450679002,0.17061666
21843,0.489398052,0.093252739,0.145420861,0.271928348
21844,0.075524672,0.522221407,0.208170178,0.194083743
21845,0.275889321,0.192582365,0.260649747,0.270878567
21846,0.099760187,0.500301014,0.186379839,0.213558961
21847,0.367769401,0.111736933,0.359151413,0.161342253
21848,0.150349555,0.183806285,0.104260082,0.561584078
21849,0.437827157,0.387213342,0.05591705,0.119042451
21850,0.439890662,0.168079485,0.100270091,0.291759761
21851,0.158313865,0.599124865,0.049914575,0.192646696
21852,0.390076383,0.183930418,0.16162354,0.264369659
21853,0.087308493,0.178243231,0.335061486,0.39938679
21854,0.358157647,0.13877897,0.143913427,0.359149956
21855,0.104383851,0.398738258,0.098784824,0.398093066
21856,0.418944957,0.199937768,0.257084716,0.124032559
21857,0.105263484,0.443438149,0.110743017,0.340555349
21858,0.510796838,0.101518269,0.051609007,0.336075886
21859,0.43620917,0.104672916,0.099450698,0.359667216
21860,0.456235312,0.282175473,0.074864905,0.186724309
21861,0.11758919,0.166374861,0.539633077,0.176402872
21862,0.045441329,0.471893151,0.294245862,0.188419658
21863,0.071565383,0.399695001,0.199508355,0.329231261
21864,0.247183483,0.510166143,0.059578909,0.183071464
21865,0.119019555,0.316331984,0.398053816,0.166594645
21866,0.212890622,0.16721324,0.404005572,0.215890565
21867,0.060405328,0.119562507,0.25077953,0.569252635
21868,0.136068256,0.081454687,0.450151266,0.33232579
21869,0.245162375,0.093677288,0.169737027,0.491423311
21870,0.225991846,0.16723351,0.275675756,0.331098887
21871,0.690798327,0.073091738,0.04332365,0.192786286
21872,0.048959446,0.469620533,0.283484451,0.19793557
21873,0.329712741,0.337084708,0.233014949,0.100187602
21874,0.076403114,0.66374238,0.09703808,0.162816426
21875,0.327526939,0.363949885,0.058170065,0.250353111
21876,0.491390056,0.130900283,0.155967623,0.221742037
21877,0.08542768,0.402862888,0.084943262,0.42676617
21878,0.330090198,0.502132072,0.049443812,0.118333918
21879,0.2509496,0.27594741,0.103743358,0.369359632
21880,0.445564156,0.125275878,0.225765018,0.203394948
21881,0.106392088,0.315190459,0.185783504,0.392633949
21882,0.195693199,0.177837733,0.237232939,0.389236129
21883,0.085835281,0.316107707,0.216476491,0.381580521
21884,0.185302493,0.503554938,0.034191673,0.276950896
21885,0.08650786,0.407921688,0.077798755,0.427771697
21886,0.208196236,0.252630563,0.102581282,0.436591919
21887,0.173729713,0.090911793,0.438868946,0.296489548
21888,0.068890713,0.419579469,0.320521859,0.191007959
21889,0.180644282,0.300591829,0.300661725,0.218102164
21890,0.305480924,0.184767019,0.209376235,0.300375821
21891,0.44125024,0.054199329,0.359680694,0.144869737
21892,0.08805566,0.362090737,0.111745262,0.438108341
21893,0.154535361,0.433972611,0.099702794,0.311789234
21894,0.175798927,0.092897966,0.295357571,0.435945537
21895,0.052772984,0.070251076,0.737346734,0.139629207
21896,0.395568421,0.16019852,0.314435437,0.129797622
21897,0.20547053,0.38011959,0.303101296,0.111308584
21898,0.202887185,0.294179284,0.282141344,0.220792186
21899,0.237150527,0.151209413,0.507700028,0.103940032
21900,0.110031434,0.110514933,0.155195473,0.62425816
21901,0.221055271,0.57621736,0.043809697,0.158917671
21902,0.080698968,0.169992924,0.564484615,0.184823494
21903,0.070959279,0.130802408,0.618101763,0.18013655
21904,0.333258452,0.091782741,0.241062315,0.333896491
21905,0.05987715,0.393267365,0.271692416,0.275163069
21906,0.122090229,0.248136903,0.089881706,0.539891161
21907,0.084864308,0.38093358,0.217637565,0.316564547
21908,0.318014079,0.218067205,0.225019249,0.238899467
21909,0.22198986,0.11102006,0.384590332,0.282399748
21910,0.405052291,0.192310866,0.122441788,0.280195055
21911,0.250686077,0.426170711,0.162728909,0.160414303
21912,0.182677215,0.479084908,0.051174322,0.287063554
21913,0.18537279,0.290370948,0.171665495,0.352590768
21914,0.136061211,0.128724971,0.165130875,0.570082943
21915,0.263420391,0.111887939,0.31372045,0.310971219
21916,0.097989967,0.135759266,0.241484245,0.524766522
21917,0.135405872,0.151783816,0.226118021,0.48669229
21918,0.073831834,0.109757649,0.586918783,0.229491733
21919,0.185268365,0.076902347,0.57754693,0.160282358
21920,0.194961591,0.23257217,0.166518791,0.405947449
21921,0.138938107,0.564880408,0.106811616,0.189369869
21922,0.394692842,0.265483076,0.092023487,0.247800596
21923,0.154868744,0.101085475,0.204498635,0.539547147
21924,0.222135048,0.156211699,0.2020745,0.419578752
21925,0.384252811,0.188412661,0.255855507,0.171479021
21926,0.410075735,0.093390745,0.122061638,0.374471882
21927,0.129228235,0.162066068,0.43730307,0.271402627
21928,0.15631701,0.460540036,0.091253282,0.291889672
21929,0.114248276,0.115492414,0.142135609,0.628123701
21930,0.058211841,0.295646425,0.238948878,0.407192856
21931,0.174726221,0.317453308,0.072725313,0.435095158
21932,0.098903309,0.053725453,0.530250553,0.317120685
21933,0.086572411,0.452395055,0.06810842,0.392924114
21934,0.112498837,0.333567811,0.203451218,0.350482134
21935,0.170648897,0.21499276,0.132798246,0.481560096
21936,0.212212221,0.243823267,0.185073578,0.358890934
21937,0.061429229,0.129459896,0.503800196,0.305310679
21938,0.059906769,0.429574482,0.16086241,0.349656339
21939,0.097235687,0.340450822,0.106691983,0.455621507
21940,0.397424541,0.227735793,0.111599243,0.263240422
21941,0.110892369,0.091475093,0.294033933,0.503598605
21942,0.176684985,0.469279376,0.165543615,0.188492024
21943,0.100879446,0.351289592,0.109460363,0.438370599
21944,0.100881258,0.340750846,0.307030832,0.251337063
21945,0.097819762,0.344157632,0.09885398,0.459168627
21946,0.336969148,0.170895902,0.15421492,0.337920029
21947,0.494007667,0.199625811,0.085560448,0.220806074
21948,0.092604471,0.498648721,0.234050138,0.17469667
21949,0.154815781,0.288561691,0.181138136,0.375484392
21950,0.102393475,0.368962256,0.134280999,0.394363269
21951,0.117028497,0.240657811,0.258348541,0.383965151
21952,0.369463561,0.097073816,0.103844584,0.429618039
21953,0.311195344,0.309932124,0.075267073,0.303605458
21954,0.168930449,0.093659214,0.171690744,0.565719593
21955,0.398984689,0.119365515,0.186765612,0.294884184
21956,0.090262869,0.134194454,0.13856157,0.636981107
21957,0.374861073,0.130721816,0.26312394,0.231293172
21958,0.044181207,0.616207143,0.13460203,0.20500962
21959,0.083976942,0.105854881,0.102820975,0.707347202
