"No","Ch1","Ch2","Ch3","Ch4"
21566,0.17367344795728,0.0903141406151358,0.321541658798918,0.414470753295333
21567,0.0441700175551823,0.309061672208512,0.426145286397078,0.220623023839228
21568,0.346579162396302,0.386882554357112,0.0798078859667943,0.186730397279792
21569,0.647161311344879,0.0697250164832769,0.102199910502811,0.180913761669033
21570,0.0909635593593266,0.308670187637501,0.486780633964217,0.113585619038956
21571,0.0755933222625296,0.630307643953219,0.117606952853679,0.176492080263906
21572,0.139647446088212,0.0606008699585534,0.56002885652831,0.239722828091592
21573,0.0992488172442946,0.118844359447661,0.164299278935384,0.61760754437266
21574,0.125387523558316,0.287481837940014,0.423026198996308,0.164104438838695
21575,0.0457724542871137,0.0709280145624994,0.664336699184506,0.218962831965881
21576,0.222280975964508,0.212071933574107,0.270487310428787,0.295159780032598
21577,0.244507045869211,0.131740337800225,0.505143929716329,0.118608687280902
21578,0.34971856673139,0.269197278099314,0.159765500853138,0.221318654316157
21579,0.0785352980952027,0.145349163297266,0.157108696835088,0.619006841772444
21580,0.03948473150583,0.534028881128274,0.169538299073709,0.256948088292187
21581,0.482439110570151,0.0675746029830047,0.125948863760747,0.324037422686098
21582,0.08229906127611,0.151599348266561,0.375010637521587,0.391090952935742
21583,0.148776521133037,0.143778927189547,0.204807675818225,0.502636875859191
21584,0.215482277602252,0.278461769811894,0.0874880398953841,0.41856791269047
21585,0.295403821826947,0.201634260301321,0.117703539884936,0.385258377320129
21586,0.188647678561573,0.397189087698056,0.181445240888242,0.232717992185462
21587,0.0341456489673889,0.463147146167128,0.199285346920425,0.303421857945058
21588,0.0375436276937925,0.0796706696267978,0.524136832501061,0.358648870178349
21589,0.159017123737308,0.0596024527154823,0.505053987530567,0.276326436683309
21590,0.042385327510828,0.107200716181235,0.514115941489447,0.336298014151824
21591,0.0465344595707976,0.190043657725429,0.350773168569052,0.412648714134721
21592,0.106535133937729,0.208900479106056,0.0659493874762749,0.61861499947994
21593,0.44392428199779,0.19275596221517,0.134980447623334,0.228339308163706
21594,0.0877394000433306,0.100790571704307,0.231489425850233,0.579980602402129
21595,0.227625147107987,0.152970191318524,0.0501837816603556,0.569220879913133
21596,0.184392960140805,0.543134382974566,0.0755500533084723,0.196922603576156
21597,0.268096180012942,0.300700601979842,0.0582591815731416,0.372944036434074
21598,0.0684075709394245,0.390637932699433,0.296200580367165,0.244753915993978
21599,0.195155841389018,0.349881193893304,0.284221297489306,0.170741667228372
21600,0.061372364508801,0.136623152098569,0.0802329313249152,0.721771552067715
21601,0.0520612157948759,0.166195103642219,0.144250306578867,0.637493374650705
21602,0.0344573436871565,0.403998149262005,0.330219195956535,0.231325311094303
21603,0.420392451417644,0.0498243548030664,0.139134347914812,0.390648845864477
21604,0.0336253800250549,0.299556667942094,0.331145118466849,0.335672833566002
21605,0.170010234610571,0.0657440348680523,0.511199618119991,0.253046112401385
21606,0.145220470276273,0.0478409029520825,0.404025488238729,0.402913138532916
21607,0.485616423773855,0.0844482798007339,0.0590362228237567,0.370899073601654
21608,0.337172594713707,0.388452089415755,0.0227668634527194,0.251608452417819
21609,0.046479895791428,0.0795141607571063,0.501928309959393,0.372077633492073
21610,0.277794887822208,0.351685496079373,0.0331043990123275,0.337415217086092
21611,0.0570554144161294,0.0726375608976564,0.458465293231064,0.41184173145515
21612,0.438357633572431,0.153119024830276,0.277648054014305,0.130875288249654
21613,0.0479317721796395,0.171937967682014,0.351194734374853,0.428935525096827
21614,0.0786424946656748,0.441572812622676,0.260336409585842,0.219448283125807
21615,0.292001707565056,0.357850114317959,0.0373199243649963,0.312828253751989
21616,0.302861769074331,0.0281601251222872,0.510698880778444,0.158279225024938
21617,0.245504036052119,0.368209288807336,0.158338824605538,0.227947849868341
21618,0.235327047909017,0.100790718453779,0.22833525220871,0.435546980761827
21619,0.131729842633873,0.146117099353287,0.117883218468241,0.604269839544598
21620,0.086629905140641,0.622217276928303,0.0600678476390583,0.231084970958664
21621,0.188243313824591,0.349723042228643,0.168251710566875,0.293781933379891
21622,0.121894377341284,0.258104108143879,0.103152951834669,0.516848562680168
21623,0.392977306663453,0.36252611032736,0.0761478652725652,0.168348718403287
21624,0.572269273872889,0.171320049311791,0.0854325355797517,0.170978141235569
21625,0.132398563030361,0.114821938971527,0.467914056187273,0.284865441810838
21626,0.607503063207715,0.100239662813169,0.113495173082891,0.178762100896225
21627,0.111182604853397,0.276842016997497,0.350723994413589,0.261251383735518
21628,0.141934976469039,0.579055737149545,0.162277379491595,0.116731906223155
21629,0.506582289937904,0.171930864685827,0.113488633393893,0.207998211982376
21630,0.226436209548895,0.151196347445803,0.189228402607464,0.433139040397838
21631,0.150548399306567,0.048661487658922,0.728348786576244,0.0724413271249336
21632,0.0689199257134295,0.287885299749127,0.385178017402505,0.258016757134939
21633,0.166585899772274,0.353388191166788,0.158236500854505,0.321789408206434
21634,0.12303701210224,0.660791124926298,0.0998165267397814,0.116355336898347
21635,0.0601662436348468,0.589862496956099,0.232107088416263,0.117864171659457
21636,0.568488627493167,0.14590876591568,0.100494669674561,0.185107936249925
21637,0.425383304747503,0.317837046675236,0.0743983087340521,0.182381339843209
